nome,UF,partido,votos,total_despesa,quantidade_doadores,quantidade_despesas,recursos_de_pessoas_juridicas,recursos_de_partidos,recursos_de_pessoas_físicas,recursos_proprios,idade,sexo,grau,prop_doacoes_pj,prop_doacoes_pf,prop_doacoes_partido,prop_recursos_proprios,total_votos_uf,votos_prop
RODEVAL PIMENTEL DE BRITO,RJ,PSB,258,3861.5,5,17,0,0,650,690,66,MASCULINO,SUPERIOR INCOMPLETO,0,0.16832836980448013,0,0.17868703871552505,12141145,2.1250055081295873e-5
ALINE RODRIGUES DE ANDRADE MAGALHAES,CE,PHS,30,1500,2,2,0,0,1500,0,26,FEMININO,ENSINO MÉDIO COMPLETO,0,1,0,0,6271554,4.783503418769893e-6
ROBERTO LACERDA RABELLO,DF,PDT,1608,6894.61,4,21,0,0,2850,721.6,43,MASCULINO,SUPERIOR COMPLETO,0,0.41336638330521963,0,0.10466146743615666,1897677,8.473517885288171e-4
MARIA JOSE FUENTES,SP,PTB,589,2782.65,1,4,2782.65,0,0,0,56,FEMININO,SUPERIOR COMPLETO,1,0,0,0,31998432,1.840715195044557e-5
MOABE SIDONIO DA SILVA,MG,PMN,289,4605,2,4,0,4400,0,0,45,FEMININO,SUPERIOR INCOMPLETO,0,0,0.9554831704668838,0,15248681,1.895245890447836e-5
ROBERTA KELLY RODRIGUES E SILVA,PE,PRB,15,6e3,2,6,0,0,6e3,0,30,FEMININO,ENSINO MÉDIO INCOMPLETO,0,1,0,0,6356307,2.359860843725767e-6
ROLANDO BELTRAMINE ROLEMBERG,SP,PMDB,171,18799.88,5,24,0,4211.5,850,860,65,MASCULINO,SUPERIOR COMPLETO,0,0.04521305455141203,0.2240173873450256,0.04574497284025217,31998432,5.344011856580972e-6
JOSE ANASTACIO DE CARVALHO SILVA FILHO,MG,PSB,1492,1779,2,4,0,0,740,0,31,MASCULINO,SUPERIOR COMPLETO,0,0.41596402473299604,0,0,15248681,9.784452832346615e-5
SONIA FERREIRA DE AMORIM TERRA,MG,PSB,2078,102179.13,6,46,7e4,2e4,1278.81,0,53,FEMININO,SUPERIOR COMPLETO,0.6850714035243791,0.012515373736300161,0.1957346867212512,0,15248681,1.3627408167303127e-4
ARACÍ BISPO DO NASCIMENTO,SE,PP,846,18503.75,3,7,0,0,1800,0,56,FEMININO,SUPERIOR COMPLETO,0,0.09727757886914815,0,0,1454165,5.817771710913135e-4
ANTONIO LUIZ GARCIA ELOY,RJ,PSDB,607,14483.41,4,15,0,400,1e4,3e3,45,MASCULINO,SUPERIOR COMPLETO,0,0.6904451368842006,0.027617805475368025,0.2071335410652602,12141145,4.999528462925037e-5
FRANCISCO ANTONIO LIRA DA SILVA MONTEIRO,AC,PV,665,1023.06,2,6,250.06,0,0,0,33,MASCULINO,ENSINO MÉDIO INCOMPLETO,0.24442359196919047,0,0,0,506724,0.0013123514970674371
WALTER VICIONI GONÇALVES,SP,PMDB,54134,389385.4,24,179,112200,2993.82,66507,3e4,67,MASCULINO,SUPERIOR COMPLETO,0.28814639686028287,0.17079993240629976,0.00768857794873665,0.07704449113911307,31998432,0.0016917703967494408
MARÍLIA GONÇALVES ANDRADE DE OLIVEIRA,MG,PTC,2856,11596.97,5,26,0,0,480,2.1,51,FEMININO,ENSINO MÉDIO INCOMPLETO,0,0.0413901217300726,0,1.8108178256906764e-4,15248681,1.8729488799719792e-4
LAURINDA GRAZIELA ARAUJO DOS SANTOS,RJ,PT do B,1352,644.75,1,2,0,0,0,44.75,27,FEMININO,SUPERIOR INCOMPLETO,0,0,0,0.06940674680108569,12141145,1.1135687779035667e-4
RUBENS MASSASHI ITO,SP,PSL,544,2484.25,3,6,150,334.25,0,2e3,53,MASCULINO,SUPERIOR COMPLETO,0.060380396497937,0,0.1345476501962363,0.8050719533058267,31998432,1.7000833040819e-5
MOZARONIELLIO DE LIMA SILVA,TO,PSDC,250,250,3,1,0,0,850,40.7,23,MASCULINO,ENSINO MÉDIO INCOMPLETO,0,3.4,0,0.1628,996887,2.50780680257642e-4
JOSÉ LUIZ RIBEIRO,SP,SD,38808,366535.68,31,151,146584.24,116059.96,66800,37091.48,53,MASCULINO,ENSINO MÉDIO COMPLETO,0.3999180652753915,0.1822469234100211,0.3166402790582352,0.10119473225635224,31998432,0.0012128094276619554
EDMILSON TOMBI DE LIMA,SP,PRP,307,312.5,1,4,0,0,0,0,55,MASCULINO,SUPERIOR COMPLETO,0,0,0,0,31998432,9.594220116785723e-6
MARIA DE SANTANA COSTA,CE,PSTU,393,2473.06,1,9,0,2473.06,0,0,61,FEMININO,ENSINO MÉDIO COMPLETO,0,0,1,0,6271554,6.266389478588561e-5
PEDRO LOURENÇO DA COSTA NETO,AP,PROS,3565,6187.4,5,9,2169,0,4e3,30,30,MASCULINO,ENSINO MÉDIO COMPLETO,0.35055112001810135,0.6464750945469826,0,0.004848563209102369,455514,0.007826323669524977
SEBASTIÃO SOUZA QUEIROZ,AM,PDT,783,5221,1,8,0,0,0,0,47,MASCULINO,SUPERIOR COMPLETO,0,0,0,0,2226891,3.516112822765012e-4
ADELMO PADILHA DE MIRANDA,MG,PRP,2474,10682,3,10,1780,0,0,3440,56,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,0.16663546152405917,0,0,0.3220370717094177,15248681,1.6224354093314695e-4
ROSA RAMOS,SP,PMDB,882,26879.46,4,33,0,2993.82,0,13333.8,51,FEMININO,SUPERIOR COMPLETO,0,0,0.1113794696768462,0.4960590726152981,31998432,2.7563850628680805e-5
GENTIL DA SILVA NUNES,SP,PSOL,1337,17035.2,9,31,162.5,0,10227.7,6645,69,MASCULINO,ENSINO MÉDIO COMPLETO,0.009539072039072038,0.6003862590401052,0,0.39007466892082276,31998432,4.1783297381571696e-5
ELIZOMAR PEREIRA ALVES,AP,PT do B,521,2200,3,5,0,0,900,1300,40,MASCULINO,SUPERIOR COMPLETO,0,0.4090909090909091,0,0.5909090909090909,455514,0.0011437628700764412
EURICO PINHEIRO BERNARDES JUNIOR,RJ,PV,19479,166976.29,16,156,4020,0,48150,27275,55,MASCULINO,SUPERIOR COMPLETO,0.024075274399736633,0.2883642941162485,0,0.16334654459025288,12141145,0.0016043791586378385
NICIAS LOPES RIBEIRO,PA,PSDB,34155,315240,19,100,14e3,0,170500,3e4,66,MASCULINO,SUPERIOR COMPLETO,0.044410607790889484,0.5408577591676184,0,0.0951655881233346,5188450,0.006582890844086384
IVAN VALENTE,SP,PSOL,168928,296700.01,183,327,400,37787.5,191062.09,57500,68,MASCULINO,SUPERIOR COMPLETO,0.0013481630822998623,0.6439571404126343,0.1273592811810151,0.1937984430806052,31998432,0.0052792586836755
MARIA JOSE DA SILVA BEZERRA,SP,PSOL,351,934.2,2,3,0,925,0,300,61,FEMININO,SUPERIOR COMPLETO,0,0,0.9901520017126954,0.3211303789338471,31998432,1.0969287495087259e-5
NATÁLIA BRAGA COSTA PIMENTA,SP,PCO,709,967.42,1,4,0,967.42,0,0,29,FEMININO,SUPERIOR INCOMPLETO,0,0,1,0,31998432,2.2157335709449763e-5
MARIO SOUZA DA ROCHA,RR,PPS,204,68503.14,3,35,0,3732,2e3,62771.14,55,MASCULINO,SUPERIOR COMPLETO,0,0.029195741976207223,0.054479254527602675,0.9163250034961901,299558,6.810033449281942e-4
ANTONIO BARBOSA DA SILVA,PB,PMN,1365,9540.9,2,9,0,0,0,3700,61,MASCULINO,SUPERIOR COMPLETO,0,0,0,0.3878040855684474,2835882,4.813317338309563e-4
JOSE MENTOR GUILHERME DE MELLO NETTO,SP,PT,82368,1912194.5,73,957,554118,736250,225300,22620,66,MASCULINO,SUPERIOR COMPLETO,0.2897811911915864,0.11782274240408076,0.3850288242121813,0.011829340582247256,31998432,0.002574126132180477
SAMUEL MORAES BRAGA,CE,PEN,4530,30984.45,2,32,0,27100,0,4150,61,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0.8746322752219258,0.13393815284763808,6271554,7.223090162342539e-4
SONIA MARGARETH BRANCO DE OLIVEIRA,RR,PP,2,1500,2,2,0,0,1500,0,39,FEMININO,LÊ E ESCREVE,0,1,0,0,299558,6.676503381648963e-6
LINCOLN ASSIS DE ASTRE,RO,PP,5280,38691.76,6,66,0,0,2e3,20,42,MASCULINO,SUPERIOR COMPLETO,0,0.051690592518923925,0,5.169059251892393e-4,1127154,0.0046843643370826
CLEOMENES ANTUNES JUNIOR,SP,PSDB,2612,6779.9,6,11,0,0,4500,50,53,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.6637266036372218,0,0.0073747400404135756,31998432,8.162899982099123e-5
IRAJÁ SILVESTRE FILHO,TO,PSD,62859,2489032.79,131,460,247358.01,0,378629.67,13975.08,31,MASCULINO,SUPERIOR COMPLETO,0.09937916888591894,0.15211919727260803,0,0.00561466287473055,996887,0.06305529112126049
ALVARO ADERALDO CHAVES FILHO,RJ,PSB,3167,9642,2,12,0,0,0,7917,62,MASCULINO,SUPERIOR COMPLETO,0,0,0,0.8210952084629745,12141145,2.608485443506358e-4
SEBASTIÃO DA SILVA CAMARGO,SC,PT,6110,29378.25,12,49,942.34,9e3,4780,8692.86,43,MASCULINO,SUPERIOR COMPLETO,0.032076110728174755,0.162705402806498,0.3063490847821092,0.2958944116821118,4859324,0.0012573765404406045
JESSE DA COSTA CORREA,SP,PSDB,2936,940,2,3,0,0,0,650,48,MASCULINO,SUPERIOR COMPLETO,0,0,0,0.6914893617021277,31998432,9.175449597030255e-5
ANTONIO SOBREIRA DE LIMA,SP,PMN,312,3388,3,12,0,2388,0,1e3,56,MASCULINO,SUPERIOR COMPLETO,0,0,0.704840613931523,0.29515938606847697,31998432,9.750477773410896e-6
VANUZA MENDES KNUPP DE ALMEIDA,RJ,PMDB,1269,26262.5,3,30,0,1e4,0,0,45,FEMININO,SUPERIOR COMPLETO,0,0,0.38077106139933364,0,12141145,1.0452061976032738e-4
NOEMIA MARIA SANTANA,SP,PMN,141,2219,3,8,0,2069,0,150,49,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0.932401982875169,0.067598017124831,31998432,4.406465916829924e-6
GERALDO LIMA SANTOS,GO,PSDC,482,615.48,3,6,0,0,80,0,41,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0.12997985312276597,0,0,4331733,1.1127186278563337e-4
FERNANDO LEITE SIQUEIRA,RJ,PPL,4119,181112.28,18,76,0,155709.17,25927.01,0,73,MASCULINO,SUPERIOR COMPLETO,0,0.14315434602225757,0.8597383346949197,0,12141145,3.39259600309526e-4
EDILSON ALVES MARTINS PINTO,CE,PSOL,1200,10376,12,14,0,0,10390,0,39,MASCULINO,SUPERIOR COMPLETO,0,1.001349267540478,0,0,6271554,1.9134013675079574e-4
SIDNEY DA SILVA PATRICIO,DF,PT,16776,219656.82,22,84,49287,0,68450,0,48,MASCULINO,SUPERIOR INCOMPLETO,0.22438183344364176,0.31162246635456164,0,0,1897677,0.00884028209226333
GERALDO DIAS AMADOR,MG,PPL,3713,27102.81,5,23,0,0,4800,22e3,53,MASCULINO,SUPERIOR COMPLETO,0,0.17710340735886795,0,0.8117239503948114,15248681,2.4349647028487251e-4
JAIR RIZZO FERREIRA,RS,PSB,12538,47150,6,48,0,16500,6e3,24650,63,MASCULINO,ENSINO MÉDIO INCOMPLETO,0,0.12725344644750794,0.34994697773064687,0.5227995758218452,8392033,0.0014940360696865706
MARIA GESSICA REGIS PINHEIRO,RN,PSTU,6173,2972.9,1,12,0,0,0,0,23,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0,0,2327451,0.0026522577704106336
RAIMUNDO COIMBRA JUNIOR,TO,PMDB,43270,350943.82,9,94,24800,2e5,19700,102200,49,MASCULINO,SUPERIOR COMPLETO,0.07066658133487007,0.05613434081842501,0.5698917849586296,0.2912147021138597,996887,0.043405120138992684
JOSÉ MANOEL FERREIRA GONÇALVES,SP,PEN,1268,6e4,2,18,5e4,0,0,1e4,59,MASCULINO,SUPERIOR COMPLETO,0.8333333333333334,0,0,0.16666666666666666,31998432,3.9626941720144285e-5
ERONILDO MEZINI FERREIRA,RJ,PSOL,2692,3490,4,7,0,0,2250,1240,42,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0.6446991404011462,0,0.3553008595988539,12141145,2.2172538092576934e-4
NAUDIA TEREZINHA FERRAZ FAEDO,GO,PT,3152,71630.72,6,54,0,0,35900,30729.87,54,FEMININO,SUPERIOR COMPLETO,0,0.5011816159323821,0,0.429004064178051,4331733,7.276533433616522e-4
JALES JAVA DOS SANTOS LACERDA CALIMAN,PB,PT,497,800,1,2,0,0,0,800,38,MASCULINO,SUPERIOR INCOMPLETO,0,0,0,1,2835882,1.752541184717841e-4
JOSE LUIZ GLADCHI,SP,PRTB,120,3477.03,5,6,2730,0,512,150,61,MASCULINO,ENSINO MÉDIO COMPLETO,0.7851528459633652,0.14725210884001574,0,0.04314026626172336,31998432,3.7501837590041913e-6
PAULO ROBERTO BERNARDO DA SILVA,CE,PSB,2390,44018.59,4,34,0,38593.47,3e3,25.12,42,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.06815302352937702,0.8767538896634355,5.706679836859837e-4,6271554,3.8108577236200153e-4
EDUARDO FRIZI NASCIMENTO,SP,PV,1799,5965,4,7,0,0,2900,2615,37,MASCULINO,SUPERIOR COMPLETO,0,0.4861693210393965,0,0.4383906119027661,31998432,5.622150485373783e-5
PAULO CESAR CATANY DE ASSIS,RJ,PEN,129,2370,1,3,0,0,0,0,50,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0,0,12141145,1.0625027540647936e-5
LUIS FELIPE DELGADO DIAS,RJ,PC do B,1202,1800,1,8,0,0,0,0,29,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0,0,12141145,9.900219460355675e-5
PAULO SERGIO VIEIRA,PR,PSC,2083,4891.32,3,15,0,0,200,3e3,40,MASCULINO,SUPERIOR COMPLETO,0,0.040888758044863145,0,0.6133313706729472,7865950,2.6481226043898067e-4
LUIS PAULO DE OLIVEIRA,RR,PP,792,2861.4,3,9,0,0,1500,1420,40,MASCULINO,SUPERIOR COMPLETO,0,0.5242189138184106,0,0.49626057174809535,299558,0.0026438953391329893
EDNA SARMENTO BARROS,MG,PDT,2315,26230.76,13,110,395,4e3,9280,5166.06,52,FEMININO,SUPERIOR INCOMPLETO,0.01505865632562686,0.3537831157008032,0.15249272228482896,0.1969466382216909,15248681,1.5181640956355504e-4
ANTÔNIO CARLOS RIBEIRO LEITE,MG,PV,155,4270.6,2,2,0,0,0,0,42,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0,0,15248681,1.0164813599287703e-5
ROSANGELA DE SOUZA GOMES,RJ,PRB,101686,295059,20,144,23250,64025,34836,18900,47,FEMININO,SUPERIOR COMPLETO,0.07879779976208148,0.1180645226886826,0.21699050020504373,0.06405498561304689,12141145,0.00837532209688625
NORMANDO RODRIGUES SALES,AC,DEM,6451,201822.2,2,26,0,2e5,0,0,57,MASCULINO,SUPERIOR COMPLETO,0,0,0.9909712608424642,0,506724,0.012730796252003063
WADSON NATHANIEL RIBEIRO,MG,PC do B,53733,628435.23,56,564,199885.95,225751.33,146070,15600,38,MASCULINO,SUPERIOR COMPLETO,0.31806929411007084,0.2324344547010835,0.3592276804723376,0.024823560576003992,15248681,0.0035237801879388782
ANTONIO GOULART DOS REIS,SP,PSD,92546,947085.43,32,600,338382,45e4,25372.25,0,60,MASCULINO,ENSINO MÉDIO COMPLETO,0.3572877264092216,0.026789821906562324,0.4751419309660375,0,31998432,0.0028922042180066824
LUIS ROBERTO COUTINHO,RJ,PR,12541,89690.53,6,45,3700,7e4,7200,9e3,45,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0.0412529617117883,0.08027603360131777,0.7804614377905895,0.10034504200164722,12141145,0.0010329338789710526
MARCELO LOPES MACHADO,RJ,PT do B,2668,3170,1,8,0,0,0,3170,46,MASCULINO,SUPERIOR COMPLETO,0,0,0,1,12141145,2.1974863161588137e-4
MARCELO VIVIANI GONÇALVES,RJ,PDT,47370,831667.52,72,258,56e3,0,334300,101500,46,MASCULINO,ENSINO MÉDIO COMPLETO,0.06733460024986908,0.4019635154202006,0,0.1220439629528877,12141145,0.003901608950391417
JOSÉ DOS SANTOS FREIRE JÚNIOR,TO,PV,21466,1285082.93,18,496,167093.25,0,647e3,425200,59,MASCULINO,SUPERIOR COMPLETO,0.13002526615150045,0.5034694531348262,0,0.33087358805707584,996887,0.021533032329642175
EDSON XAVIER FERREIRA,CE,PSTU,1528,1425.36,1,9,0,1425.36,0,0,35,MASCULINO,SUPERIOR COMPLETO,0,0,1,0,6271554,2.4363977412934657e-4
DANIEL VALDEZ GODOY,MS,DEM,2196,42084.05,2,49,0,0,0,15900,52,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0,0.3778153480950621,1818937,0.0012072985485478607
SANDRO MASTROBUONO,SP,PRB,479,12519.91,3,19,0,0,3620,4665.37,38,MASCULINO,SUPERIOR COMPLETO,0,0.28913945867023005,0,0.37263606527522963,31998432,1.496948350469173e-5
OTAVIO JOEL DE ARAUJO,BA,PEN,5883,13459.6,4,26,0,0,2310,9424.6,52,MASCULINO,SUPERIOR COMPLETO,0,0.17162471395881007,0,0.7002139736693512,10185417,5.775904904040748e-4
EMERSON FELIX VELOSO,PR,PV,260,1654.63,4,7,0,896.46,300,0,41,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0.18130941660673383,0.541788798704242,0,7865950,3.3053858720180016e-5
ANA MARIA DOS SANTOS BRITO,AM,PMDB,768,2900,1,6,0,0,0,0,56,FEMININO,SUPERIOR COMPLETO,0,0,0,0,2226891,3.44875433957028e-4
FÁBIO NOVAIS MAGALHÃES,MG,PSDB,1306,4210,2,2,0,4e3,0,0,52,MASCULINO,SUPERIOR INCOMPLETO,0,0,0.9501187648456056,0,15248681,8.56467520043209e-5
MARIA APARECIDA PANISSET,RJ,PDT,31839,372050.5,4,68,0,0,0,22700,66,FEMININO,SUPERIOR COMPLETO,0,0,0,0.061013222667352957,12141145,0.0026224050532301525
PAULO ALBERTO RISSO DE SOUZA,MG,PT do B,15272,183398.58,18,221,34500,1192,13700,125410,59,MASCULINO,SUPERIOR COMPLETO,0.18811486980978806,0.07470068743171294,0.006499505067051228,0.6838111832708847,15248681,0.001001529247021431
RAIMUNDO ANTUNES DE MIRANDA,RN,PP,4909,148506,6,21,1956,12e4,2350,0,48,MASCULINO,ENSINO MÉDIO COMPLETO,0.013171185002626156,0.01582427646021036,0.8080481596703164,0,2327451,0.002109174371447562
OSMANI FAUSTO SUZANO,RJ,PP,787,12932.65,2,18,0,6448,0,0,74,MASCULINO,SUPERIOR COMPLETO,0,0,0.49858304369174145,0,12141145,6.482090445341028e-5
MARIA DA GLORIA BATISTA DOS SANTOS,RJ,PSDC,196,1224,2,2,0,0,1224,0,55,FEMININO,ENSINO MÉDIO COMPLETO,0,1,0,0,12141145,1.614345269741857e-5
JOAO CARLOS BARBIERO,PR,PV,19555,379728.97,43,246,67346.21,2926.46,298054,2900,45,MASCULINO,SUPERIOR COMPLETO,0.1773533633738822,0.7849124600632921,0.007706707233846289,0.007637025955644101,7865950,0.0024860315664350778
JOÃO CAMPOS DE ABREU,TO,PSC,29663,152021.04,11,93,500,0,26800,86192,58,MASCULINO,SUPERIOR COMPLETO,0.003289018414819422,0.17629138703432104,0,0.5669741504202312,996887,0.029755629273929742
SÉRGIO MORACIR CALIXTO,SP,PRP,2327,91989.4,9,60,0,0,40800,50830.7,63,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.4435293631657561,0,0.5525712745164116,31998432,7.272231339335627e-5
EDUARDO DUTRA BRANDÃO CAVALCANTI,DF,PV,15121,301993.9,14,290,135370.3,165e3,1900,0,54,MASCULINO,SUPERIOR COMPLETO,0.4482550806489799,0.006291517808803423,0.5463686518171393,0,1897677,0.00796816318056234
PAULA FERREIRA ALVES,RS,PSOL,1564,8070,7,15,3e3,0,4290,0,27,FEMININO,SUPERIOR COMPLETO,0.37174721189591076,0.5315985130111525,0,0,8392033,1.863672366397987e-4
MARIA LAURA MONTEZA DE SOUZA CARNEIRO,RJ,PTB,34550,1544133.09,19,807,581761.26,797e3,12100,14715,51,FEMININO,SUPERIOR COMPLETO,0.37675590515322743,0.007836112106113858,0.5161472188903095,0.009529618978633506,12141145,0.0028456953606929166
VICENTE ALVES DE OLIVEIRA JUNIOR,TO,PSB,51069,1245720.16,31,638,316490,5e4,278769.5,310800,29,MASCULINO,ENSINO MÉDIO COMPLETO,0.2540618753412484,0.22378180023995117,0.04013742540700313,0.24949423632993145,996887,0.05122847424031009
ANTONIO RODRIGUES SANDOVAL,SP,PSC,1223,11716.14,6,18,0,0,7500,1739.3,45,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.6401425725537592,0,0.14845333019236712,31998432,3.8220622810517714e-5
MARIA NEIDE FILGUEIRA PIANCO PINHEIRO,CE,PPS,3547,1448,2,2,0,0,1448,0,55,FEMININO,SUPERIOR COMPLETO,0,1,0,0,6271554,5.655695542125604e-4
TOMAZ AUGUSTO SCHUCH,RS,PP,2282,15998,5,23,6e3,5e3,5e3,0,54,MASCULINO,SUPERIOR COMPLETO,0.3750468808601075,0.3125390673834229,0.3125390673834229,0,8392033,2.719245741764838e-4
LIVIA MARIA OLIVEIRA DE ABREU,PA,PHS,340,2850.43,3,4,0,0,1448,0,34,FEMININO,SUPERIOR INCOMPLETO,0,0.507993530800616,0,0,5188450,6.553016796923937e-5
MARIA DAS GRAÇAS MARINS DA SILVA,RJ,PSB,1141,3324,4,17,0,0,650,0,65,FEMININO,ENSINO MÉDIO COMPLETO,0,0.19554753309265946,0,0,12141145,9.397795677425811e-5
STÊNIA ARAUJO JOURINK,MG,PSTU,75,916.52,2,16,0,879.92,40,0,40,FEMININO,SUPERIOR COMPLETO,0,0.04364334657181513,0.9600663378867891,0,15248681,4.9184581932037265e-6
JÚLIO ALVES GÓES,RJ,PSL,11202,13815,4,24,0,0,1e3,0,47,MASCULINO,SUPERIOR COMPLETO,0,0.07238508867173363,0,0,12141145,9.226477403902185e-4
MARIA VALSELENA NOGUEIRA FELIX,CE,PMDB,118,900,2,2,0,0,900,0,46,FEMININO,ENSINO MÉDIO COMPLETO,0,1,0,0,6271554,1.8815113447161582e-5
ALLAN KARDEK DE OLIVEIRA ARAÚJO,PI,PEN,490,5300,3,5,600,0,300,0,35,MASCULINO,ENSINO MÉDIO COMPLETO,0.11320754716981132,0.05660377358490566,0,0,2345694,2.088934021232096e-4
LUIZ ERNESTO MATTE,RS,PSOL,356,1800,2,6,0,0,1800,0,54,MASCULINO,SUPERIOR INCOMPLETO,0,1,0,0,8392033,4.242118685662938e-5
ANA RITA TAVARES TEIXEIRA,BA,PROS,18084,3e4,1,7,3e4,0,0,0,51,FEMININO,SUPERIOR COMPLETO,1,0,0,0,10185417,0.0017754795900845296
LUIZ ALBERTO SILVA DOS SANTOS,BA,PT,48531,481625.43,94,156,265300,29e3,150880,27e3,61,MASCULINO,SUPERIOR INCOMPLETO,0.5508430067739571,0.3132724947683929,0.060212767419693766,0.056060162770059714,10185417,0.004764753372395063
HEBERTE LAMARCK GOMES DA SILVA,PE,PSDB,97269,1656787.29,279,209,184490,1365e3,97370,1e4,39,MASCULINO,SUPERIOR COMPLETO,0.1113540652523958,0.05877036876592649,0.8238836742886891,0.00603577783361677,6356307,0.01530275362722411
ANDREA PIRES DA SILVEIRA COSTA,SP,PEN,249,1224,2,2,0,0,724,500,39,FEMININO,ENSINO MÉDIO COMPLETO,0,0.5915032679738562,0,0.4084967320261438,31998432,7.781631299933697e-6
CHRISTIAN SCACALOSSI NAKABASHI,SP,PSDC,539,3106.64,3,13,0,665,0,2021.14,40,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0.21405763139597767,0.6505871295032576,31998432,1.6844575384193826e-5
LUIZ GONZAGA RIBEIRO,MG,PDT,93997,259584.28,34,294,33400,4e3,115592.43,39600,52,MASCULINO,ENSINO MÉDIO COMPLETO,0.12866726752482854,0.4452982669058388,0.015409253595787849,0.15255161059829972,15248681,0.006164270863820943
GERALDO HILARIO TORRES,MG,PT do B,16379,263812.18,12,445,63e3,8832,54504.44,134995,52,MASCULINO,SUPERIOR COMPLETO,0.23880625981711687,0.20660319777502315,0.03347836328102819,0.5117087467303443,15248681,0.0010741256899531179
JORGE RICARDO BITTAR,RJ,PT,30592,925832.09,45,174,11e4,57e4,73701.96,169e3,65,MASCULINO,SUPERIOR COMPLETO,0.1188120407448828,0.07960618431361567,0.6156623929507563,0.18253849896259267,12141145,0.0025196964536705556
ALAN APARECIDO CHIQUETTO DE OLIVEIRA,SP,SD,2521,100062.7,1,79,0,100062.7,0,0,35,MASCULINO,SUPERIOR COMPLETO,0,0,1,0,31998432,7.878511047041305e-5
MARCELO LUIZ DE SOUZA ALVES,MG,PSB,301,3200,3,5,0,2e3,150,0,38,MASCULINO,SUPERIOR COMPLETO,0,0.046875,0.625,0,15248681,1.9739412215390957e-5
JOSE RAIMUNDO SILVA,MG,PT do B,8526,127038.42,3,134,0,0,15e3,12083.42,53,MASCULINO,SUPERIOR COMPLETO,0,0.11807451635497355,0,0.09511626482760098,15248681,5.591303274033997e-4
EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,PE,PP,283567,2711993.39,24,348,1085e3,1571350,39342.68,0,41,MASCULINO,ENSINO MÉDIO COMPLETO,0.4000747214210577,0.014506923263555594,0.5794077543824692,0,6356307,0.04461191065818564
GERSON CORREIA DE JESUS,ES,PTC,1095,13275.71,3,17,0,0,430,4559.71,51,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.03238998140212464,0,0.34346260953274815,2653536,4.126569226873123e-4
EDUARDO LOPES DA SILVA,SP,PSC,1829,3909.57,1,7,0,0,0,0,42,MASCULINO,SUPERIOR INCOMPLETO,0,0,0,0,31998432,5.715905079348888e-5
JONAS PEREIRA,PE,PSL,1321,6900.55,4,14,5e3,0,350,1550,59,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0.7245799247886038,0.05072059473520227,0,0.22461977668446717,6356307,2.078250783041159e-4
EDILSON VICENTE CARNEIRO DE ALMEIDA,BA,PSC,2056,22704.41,5,22,0,0,5173.95,75.46,47,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.22788304122414985,0,0.0033235833919489648,10185417,2.0185722391140195e-4
MARCOS ROBERTO FLORÊNCIO,SP,PTB,1247,11989.4,4,18,0,9343.75,1600,0,42,MASCULINO,SUPERIOR COMPLETO,0,0.1334512152401288,0.7793342452499709,0,31998432,3.8970659562318554e-5
CLAUDIO AUGUSTO PADILHA,PR,PC do B,470,2696,2,5,0,0,0,400,38,MASCULINO,SUPERIOR INCOMPLETO,0,0,0,0.14836795252225518,7865950,5.975120614801772e-5
JOSE WELLINGTON REGO JUNIOR,CE,PDT,1567,1500,2,2,0,0,1500,0,52,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,1,0,0,6271554,2.498583285737474e-4
MARIA JOSÉ CARVALHO DA SILVA,RR,PPS,116,2138.4,2,4,0,720,1500,0,33,FEMININO,ENSINO MÉDIO COMPLETO,0,0.701459034792368,0.33670033670033667,0,299558,3.8723719613563987e-4
FABIANO BATISTA REIS,SP,PHS,6313,17035.1,18,31,2700.05,0,13515,324.13,35,MASCULINO,ENSINO MÉDIO COMPLETO,0.15849921632394295,0.7933619409337193,0,0.019027185047343426,31998432,1.972909172549455e-4
FELIPE LEONE BORNIER DE OLIVEIRA,RJ,PSD,105517,1009268.05,19,253,32e4,375e3,87035.97,2e4,35,MASCULINO,SUPERIOR COMPLETO,0.31706145854909407,0.08623672373260999,0.3715563967372196,0.01981634115931838,12141145,0.00869086070547712
