nome,UF,partido,votos,total_despesa,quantidade_doadores,quantidade_despesas,recursos_de_pessoas_juridicas,recursos_de_partidos,recursos_de_pessoas_físicas,recursos_proprios,idade,sexo,grau,prop_doacoes_pj,prop_doacoes_pf,prop_doacoes_partido,prop_recursos_proprios,total_votos_uf,votos_prop
ADEMIR CAMILO PRATES RODRIGUES,MG,PROS,56305,1203549.96,30,2715,187600,115e3,271500,600611.91,50,MASCULINO,SUPERIOR COMPLETO,0.1558722165550984,0.2255826588204116,0.09555066579870104,0.4990336338011262,15248681,0.003692450514244478
DIVA MARIA DA SILVA,BA,PEN,391,800,1,1,0,0,800,0,65,FEMININO,ENSINO MÉDIO COMPLETO,0,1,0,0,10185417,3.838821719326759e-5
AIDAN ANTONIO RAVIN,SP,PSB,50473,132439.53,29,187,45381.18,0,72400,12700,52,MASCULINO,SUPERIOR COMPLETO,0.3426558520707526,0.5466645796764757,0,0.09589281991562489,31998432,0.0015773585405684878
DOMINGOS FRANCISCO DUTRA FILHO,MA,SD,40424,319043.05,15,203,15e3,25e4,34530,15820,58,MASCULINO,SUPERIOR COMPLETO,0.04701559867861093,0.10822990815816236,0.7835933113101822,0.04958578473970832,4497336,0.008988432263010814
JOMANIR ABRAO SILVA JUNIOR,MA,PSB,1769,10960,3,3,0,0,1e3,0,33,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.09124087591240876,0,0,4497336,3.933439707417903e-4
FRANCIANA MACHADO DOMINGOS COELHO,RJ,DEM,79,2005.16,1,2,0,0,0,0,39,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0,0,12141145,6.5067998117146285e-6
ANTÔNIO DONIZETE FERREIRA,SP,PSTU,22854,116565.9,20,268,0,78736.99,38520,0,56,MASCULINO,SUPERIOR COMPLETO,0,0.330456848872612,0.6754719004442981,0,31998432,7.142224969023482e-4
VALDIR VIRGENS PEREIRA,RJ,PRTB,8403,41987.33,6,69,0,3e4,2800,2500,48,MASCULINO,SUPERIOR COMPLETO,0,0.06668678384646035,0.7145012554977894,0.05954177129148245,12141145,6.921093521245319e-4
ELENILSON JOSE SANTOS DA COSTA,PA,PT do B,14213,24925.17,4,24,0,0,2100,22400,45,MASCULINO,SUPERIOR COMPLETO,0,0.08425218363605946,0,0.8986899587846342,5188450,0.0027393537569023506
ADRIANO DIOGO,SP,PT,54904,1634386.73,60,926,651330,583870,159950.02,3248.5,65,MASCULINO,SUPERIOR COMPLETO,0.3985164514888101,0.09786546663897595,0.35724103070758534,0.0019875956775542345,31998432,0.0017158340758697177
SERGIO ANTONIO NECHAR,SP,PSB,50257,874029.93,21,1051,117966.67,156059.46,146100,440600,63,MASCULINO,SUPERIOR COMPLETO,0.13496868465362508,0.16715674713793838,0.1785516200801041,0.5041017302462399,31998432,0.0015706082098022804
DARLENE MAQUINÉ DOS SANTOS,AM,PMN,724,4197.97,2,4,4177.67,0,0,20.3,29,FEMININO,SUPERIOR INCOMPLETO,0.9951643294258892,0,0,0.00483567057411082,2226891,3.251169455532399e-4
RENAN MARINO,SP,PRP,2598,7611.1,5,13,0,2302.5,300,3800,58,MASCULINO,SUPERIOR COMPLETO,0,0.03941611593593567,0.30251868980830626,0.4992708018551852,31998432,8.119147838244075e-5
ROBERTO CARLOS TEIXEIRA GOMES,AL,PSD,1685,6718.4,3,5,25,6e3,0,0,46,MASCULINO,ENSINO MÉDIO COMPLETO,0.003721124077161229,0,0.893069778518695,0,1995727,8.443038551866062e-4
LINDOMAR GERVÁSIO DE SOUSA,PI,PV,420,3400,4,5,600,0,1200,0,38,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,0.17647058823529413,0.35294117647058826,0,0,2345694,1.7905148753417964e-4
JOSÉ LAURÊNCIO SANTOS LISBÔA,SE,PSOL,1151,2633.33,2,6,0,0,400,0,46,MASCULINO,SUPERIOR COMPLETO,0,0.15189892645433728,0,0,1454165,7.915195318275437e-4
ANDRE LUIZ MARQUESANI DOMINGOS,SP,PSDC,492,1863.83,2,7,0,1079.83,0,784,37,MASCULINO,SUPERIOR INCOMPLETO,0,0,0.5793607786117833,0.42063922138821674,31998432,1.5375753411917185e-5
SILAS FREIRE PEREIRA E SILVA,PI,PR,75596,841303.03,83,393,40314.29,66e4,133960,9600,43,MASCULINO,SUPERIOR INCOMPLETO,0.0479188693757587,0.15922918998639526,0.784497352874148,0.011410870587260336,2345694,0.032227562503890105
ADILSON MARIANO,SC,PT,15928,30104.99,42,18,1605,0,24067.99,2150,44,MASCULINO,SUPERIOR COMPLETO,0.05331342079834605,0.7994684602120778,0,0.07141673191055702,4859324,0.0032778221826739685
LETÍCIA ALVES PEREIRA ENTRAGO,RJ,PRTB,12471,39648,3,33,0,0,0,8779,31,FEMININO,SUPERIOR COMPLETO,0,0,0,0.2214235270379338,12141145,0.0010271683601505458
RENATO DE MATTEO REGINATTO,SP,PSB,40866,757529.13,32,405,0,0,25548.7,726270.97,33,MASCULINO,SUPERIOR COMPLETO,0,0.03372635980348373,0,0.9587366891092359,31998432,0.0012771250791288773
LEONARDO PUJATTI,SP,PRB,191,6117.1,2,9,0,0,0,4999.1,53,MASCULINO,SUPERIOR COMPLETO,0,0,0,0.8172336564712037,31998432,5.969042483081671e-6
DANIEL LIMA KIELING,RS,PMDB,6634,86666.49,9,78,0,55500,3977.24,17170,31,MASCULINO,SUPERIOR INCOMPLETO,0,0.04589132431693033,0.6403859207866847,0.19811578846679956,8392033,7.905116674350542e-4
LUIS GUILHERME CAMPOS DE OLIVEIRA,SP,PSOL,5617,16038.4,11,26,0,800,10400,9410,51,MASCULINO,SUPERIOR COMPLETO,0,0.6484437350359138,0.04988028731045491,0.5867168794892259,31998432,1.7553985145272118e-4
RICARDO FONSECA CAMINHA,RJ,PHS,377,7977.5,5,7,0,0,6900,150,49,MASCULINO,SUPERIOR COMPLETO,0,0.8649326230021936,0,0.01880288310874334,12141145,3.105143707615715e-5
RICARDO BARBOSA DE MIRANDA,RJ,PRTB,1438,2149,4,4,0,99,700,0,40,MASCULINO,SUPERIOR COMPLETO,0,0.3257328990228013,0.0460679385760819,0,12141145,1.1844022948412197e-4
DEUSIMAR PEREIRA SILVA,PA,PTN,254,100,2,2,0,0,100,0,40,FEMININO,ENSINO MÉDIO COMPLETO,0,1,0,0,5188450,4.8954890188784705e-5
GILBERTO MARQUES,SP,PSOL,611,300,1,2,0,0,0,0,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,0,0,0,0,31998432,1.909468563959634e-5
JOSÉ ORCÍRIO MIRANDA DOS SANTOS,MS,PT,160556,1408806.54,35,1159,555500,95e3,61587.15,21.17,64,MASCULINO,SUPERIOR COMPLETO,0.394305381347818,0.043715831983573844,0.06743296350682755,1.5026903551995153e-5,1818937,0.08826913741377519
LUCINIO CASTELO DE ASSUMÇÃO,ES,PRB,36032,68695.62,18,31,23e3,0,36247,0,51,MASCULINO,SUPERIOR COMPLETO,0.33481028339215807,0.527646449657198,0,0,2653536,0.013578862318054098
AGRIPINO BARBOSA MACEDO,SP,PRTB,2857,13535.03,6,17,0,450,13e3,0,54,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.9604707193112981,0.0332470633607757,0,31998432,8.928562499562479e-5
FRANCISCO CLAUDIO NUNES DA ROCHA,CE,PTC,3481,14620.24,8,32,1500,0,10700,1862.73,39,MASCULINO,SUPERIOR INCOMPLETO,0.10259749497956258,0.731862130854213,0,0.1274076212155204,6271554,5.550458466912667e-4
MARIVANA DIEMER ARGENTO,RS,PMDB,511,7783.25,5,28,0,4710.5,2724,0,43,FEMININO,SUPERIOR INCOMPLETO,0,0.34998233385796423,0.6052099058876433,0,8392033,6.089108562847644e-5
ELIANE CARMANIM LIMA,RS,PSOL,1543,1808.4,3,7,0,0,1800,10,56,FEMININO,SUPERIOR COMPLETO,0,0.9953550099535501,0,0.0055297500552975,8392033,1.8386486325780655e-4
RICARDO AUGUSTO MACHADO DA SILVA,SP,PDT,98870,211389.85,17,220,46500,0,24195,21801.48,29,MASCULINO,SUPERIOR COMPLETO,0.219972718652291,0.11445677264069207,0,0.10313399626330214,31998432,0.0030898389021062032
JAIME MARTINS FILHO,MG,PSD,158907,1795899.53,33,2120,738830,266900,27400,699e3,61,MASCULINO,SUPERIOR COMPLETO,0.4113982924200665,0.015256978211915897,0.1486163315605968,0.3892199916105552,15248681,0.010421032481432328
ANITA LIMA BEZERRA NINI,SP,PP,884,689,1,3,0,0,0,689,47,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0,1,31998432,2.7626353691330875e-5
MAX FREITAS MAURO FILHO,ES,PSDB,91210,537694.37,35,227,311130,65e3,129191,29400,46,MASCULINO,SUPERIOR COMPLETO,0.5786372656273117,0.24026846329077242,0.12088651774427171,0.05467790187202444,2653536,0.03437300266512307
JOSE MESSIAS DE SOUZA,DF,PC do B,6713,395270.04,17,62,193559.89,5e4,37500,6e3,58,MASCULINO,SUPERIOR COMPLETO,0.489690263395627,0.09487185014072912,0.1264958001876388,0.015179496022516658,1897677,0.0035374829330808142
NUBIA TERESINHA ELIAS CAETANO,SP,PSC,70,2e3,1,1,0,0,0,0,45,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0,0,31998432,2.187607192752445e-6
DEODATO JOSE RAMALHO JUNIOR,CE,PT,18535,188715.89,26,237,150100,0,23400,17e3,58,MASCULINO,SUPERIOR COMPLETO,0.7953755245517481,0.12399591788481616,0,0.09008250444623396,6271554,0.002955407862229999
LUIZ CARLOS DIAS BARBOSA,MG,PV,757,5491,3,6,0,4e3,0,0,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0,0.72846476051721,0,15248681,4.964363803006962e-5
LUCIANA VAZ VENÂNCIO,MG,PPL,334,1943.06,4,6,0,0,800,0,41,FEMININO,SUPERIOR INCOMPLETO,0,0.4117217172912828,0,0,15248681,2.1903533820400596e-5
PEDRO PAULO TEIXEIRA LEITE,CE,PRB,1478,5219.91,3,14,0,0,620,0,49,MASCULINO,SUPERIOR INCOMPLETO,0,0.11877599422212261,0,0,6271554,2.3566726843139674e-4
EDSON DA SILVA MOTA,RJ,PSDC,3646,12084.19,5,7,0,0,12084.19,0,61,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,0,1,0,0,12141145,3.003011659938169e-4
AGUINALDO TIMÓTHEO PEREIRA,RJ,PR,18839,19800.95,3,15,5e3,0,3e3,13200,77,MASCULINO,ENSINO MÉDIO COMPLETO,0.2525131369959522,0.15150788219757133,0,0.6666346816693138,12141145,0.0015516658437074921
FLAVIO VILMAR DA SILVA,PR,PDT,427,2990,2,4,0,1500,0,0,57,MASCULINO,SUPERIOR COMPLETO,0,0,0.5016722408026756,0,7865950,5.428460643660334e-5
ANDRÉIA REBELLO MATTOS,RJ,PSL,110,700,2,2,0,0,700,0,44,FEMININO,ENSINO MÉDIO COMPLETO,0,1,0,0,12141145,9.06010100365328e-6
MARISA BAGANHA AZEVEDO E SÁ,SP,PSB,288,7559.46,2,4,0,6059.46,1500,0,51,FEMININO,SUPERIOR COMPLETO,0,0.19842687176068133,0.8015731282393187,0,31998432,9.000441021610058e-6
MARTA MARIA DE ARAÚJO DA SILVA,PI,PHS,154,1e3,1,2,0,0,0,1e3,41,FEMININO,SUPERIOR COMPLETO,0,0,0,1,2345694,6.565221209586587e-5
RAMON DE SENA SOUZA,BA,PV,4900,1669.4,2,5,0,271,1400,0,36,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.8386246555648735,0.16233377261291482,0,10185417,4.8107995971102607e-4
MARIANA PAESLER COUTINHO,RJ,PT do B,86,2e3,2,2,0,0,2e3,0,40,FEMININO,ENSINO MÉDIO COMPLETO,0,1,0,0,12141145,7.0833516937652915e-6
MERCIAL LIMA DE ARRUDA,MA,DEM,36,2e3,2,2,0,0,2e3,0,70,MASCULINO,SUPERIOR COMPLETO,0,1,0,0,4497336,8.00473880537278e-6
ROBERTO POLICARPO FAGUNDES,DF,PT,48037,1321129.4,130,612,647703.38,19e4,422110,11400,47,MASCULINO,SUPERIOR COMPLETO,0.4902649051637183,0.3195069309637648,0.14381634380402103,0.00862898062824126,1897677,0.025313580762163425
LUIZ LAURO FERREIRA FILHO,SP,PSB,105247,2989105.81,35,700,1760638.85,0,446650,8100,36,MASCULINO,SUPERIOR COMPLETO,0.5890185767629283,0.14942595826007243,0,0.0027098405057798874,31998432,0.003289129917365951
VANDERLEI SANTOS,MG,PT,149,1043.38,1,13,0,0,0,1029.93,48,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0,0,0.9871092027832621,15248681,9.771336943831404e-6
MARIA GORETE DA SILVA AQUINO,SP,PSDC,389,1115,2,3,0,970,0,0,47,FEMININO,SUPERIOR INCOMPLETO,0,0,0.8699551569506726,0,31998432,1.2156845685438587e-5
JOSE GERALDO TORRES DA SILVA,PA,PT,105151,767605.63,351,505,124370,254500,247499.99,84e3,52,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0.16202330355497782,0.322431181230393,0.3315504603581399,0.10943119320268664,5188450,0.020266360859216143
IRACY APARECIDA ANTUNES DE SOUZA,SP,PDT,81,3968.5,5,12,0,0,3940,0,45,FEMININO,ENSINO MÉDIO COMPLETO,0,0.9928184452563941,0,0,31998432,2.531374037327829e-6
PEDRO PINHEIRO CHAVES,GO,PMDB,77925,1064349.94,33,1268,27e4,5e4,393350,276e3,56,MASCULINO,SUPERIOR COMPLETO,0.2536759667595791,0.36956830194400164,0.046977030881403536,0.25931321046534755,4331733,0.017989335907822573
GUSTAVO MARQUES CARVALHO MITRE,MG,PHS,47101,741152.14,64,996,470570.62,56400,55850,120900,47,MASCULINO,SUPERIOR COMPLETO,0.634917710687579,0.07535564830184528,0.07609773615441494,0.16312440250121923,15248681,0.0030888573247745167
THIAGO DA SILVA DE JESUS,PR,PSB,3179,11840.64,3,9,0,0,0,0,27,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0,0,7865950,4.041469879671241e-4
KELLY CRISTINA DA SILVA,SP,PT,601,3125,1,4,0,0,0,0,43,FEMININO,SUPERIOR COMPLETO,0,0,0,0,31998432,1.878217032634599e-5
EDNEIA MARIA DA SILVA,PR,PV,842,3394.89,4,12,0,896.46,300,0,52,FEMININO,ENSINO MÉDIO COMPLETO,0,0.0883681061831164,0.26406157489638843,0,7865950,1.0704365016304452e-4
MANOEL ANTONIO DOS SANTOS,TO,PTN,455,1871.56,1,3,0,0,0,0,52,MASCULINO,ENSINO MÉDIO INCOMPLETO,0,0,0,0,996887,4.564208380689085e-4
WILSON CALIXTO NOGUEIRA,MG,PDT,189,6427.2,6,6,0,4e3,2e3,0,69,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0.31117749564351505,0.6223549912870301,0,15248681,1.2394514646873391e-5
FRANCISCO GOMES DA SILVA,SP,PDT,10923,14973.19,8,25,0,0,11790,100,70,MASCULINO,LÊ E ESCREVE,0,0.7874073594204041,0,0.006678603557424971,31998432,3.413604766633565e-4
ALINE AGOSTINHA DE BELO,PE,PRB,218,6e3,2,6,0,0,6e3,0,30,FEMININO,ENSINO MÉDIO COMPLETO,0,1,0,0,6356307,3.4296644262147813e-5
STENIO MESSIAS DOS SANTOS,MG,PSTU,482,2497.5,4,15,1460,237.5,0,800,42,MASCULINO,SUPERIOR COMPLETO,0.5845845845845846,0,0.09509509509509509,0.3203203203203203,15248681,3.1609291321655955e-5
VALDIVINO JOSE DE OLIVEIRA,GO,PSDB,20033,3451878.25,20,1947,1348900,356800,148700,697200,62,MASCULINO,SUPERIOR COMPLETO,0.39077276262568067,0.04307799673989081,0.1033640163873103,0.20197699614695275,4331733,0.0046247079402169985
MÁRCIO COSTA MACÊDO,SE,PT,40814,493726.94,31,198,76002.29,123500,258844.65,34e3,44,MASCULINO,SUPERIOR COMPLETO,0.15393587799766403,0.5242668143650415,0.25013826468533396,0.06886397570284497,1454165,0.028066966265863916
HOSANNAH DA SILVA VALE,SP,PRTB,115,432.92,2,4,0,0,0,132,46,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0,0.3049062182389356,31998432,3.5939261023790164e-6
TÂNIA DE CARVALHO FINOTO,SP,PTB,382,9438.9,4,5,0,0,9e3,0,34,FEMININO,SUPERIOR COMPLETO,0,0.9535009376092554,0,0,31998432,1.1938084966163342e-5
PEDRO FERNANDES RIBEIRO,MA,PTB,85507,251910.67,14,41,75e3,0,82800,9e4,65,MASCULINO,SUPERIOR COMPLETO,0.2977245862590894,0.32868794323003464,0,0.35726950351090725,4497336,0.01901281113975029
MARCELO JAMES VASCONCELOS COUTINHO,DF,PSDB,1287,57001.39,8,113,0,522,42913.33,13730.06,39,MASCULINO,SUPERIOR COMPLETO,0,0.7528470796940215,0.009157671418188223,0.24087237170883025,1897677,6.781976068635495e-4
EDUARDO SANASSAR FONSECA,SP,PV,1064,6534.5,2,18,0,0,0,5114.5,44,MASCULINO,SUPERIOR COMPLETO,0,0,0,0.7826918662483741,31998432,3.325162932983716e-5
SEVERINO DE SOUZA SILVA,PE,PSB,21043,164497.2,7,37,3e4,124100,5322,5075.2,62,MASCULINO,SUPERIOR COMPLETO,0.18237392490571266,0.03235313427827343,0.7544201360266314,0.03085280478938243,6356307,0.0033105701156347545
GERUZA TEIXEIRA CAMARGO,MT,PV,418,59996.42,5,37,0,11400,4e3,250,37,FEMININO,SUPERIOR INCOMPLETO,0,0.06667064468179935,0.19001133734312814,0.00416691529261246,2189703,1.9089346820093866e-4
FERNANDO DE MORAES,MG,PV,6522,253244.24,17,346,13800,7500,22548,209396.24,65,MASCULINO,SUPERIOR COMPLETO,0.05449284848492507,0.08903657591580366,0.0296156785244158,0.8268548970748555,15248681,4.277091244809961e-4
CESARIO RICARDO MARCONCIN,PR,PMDB,886,3459,1,5,0,0,0,0,38,MASCULINO,SUPERIOR COMPLETO,0,0,0,0,7865950,1.1263738010030575e-4
ANA CECILIA CATTAN,SP,PTB,544,3677.8,4,9,0,2e3,500,0,43,FEMININO,ENSINO MÉDIO COMPLETO,0,0.13595084017619227,0.5438033607047691,0,31998432,1.7000833040819e-5
ROBSON DE ALCÂNTARA COELHO,RJ,PV,459,1494,3,4,0,0,1224,0,55,MASCULINO,SUPERIOR COMPLETO,0,0.8192771084337349,0,0,12141145,3.7805330551607775e-5
FLAUDIO AZEVEDO LIMAS,SP,PT,61347,355176.99,27,298,113226.74,95e3,62600,82800,52,MASCULINO,SUPERIOR COMPLETO,0.31878962654647197,0.17625015629531632,0.2674722819178123,0.23312320992415642,31998432,0.0019171876921969177
ONYX DORNELLES LORENZONI,RS,DEM,148302,2233807.66,18,1763,915e3,1043e3,6e3,98470,60,MASCULINO,SUPERIOR COMPLETO,0.40961449653189924,0.002685996698569831,0.4669157594347223,0.04408168248469521,8392033,0.017671760823628792
WALDIR BENETTI,SP,PHS,948,2975.1,4,17,200,0,750,1432.1,44,MASCULINO,SUPERIOR COMPLETO,0.06722463110483681,0.25209236664313805,0,0.481361971026184,31998432,2.962645169613311e-5
MARCO ANTÔNIO NEVES CABRAL,RJ,PMDB,119584,6788349.32,22,4693,177e4,347e4,284500,16900,23,MASCULINO,SUPERIOR INCOMPLETO,0.2607408541551011,0.04191004124696399,0.5111699231176277,0.002489559567921587,12141145,0.009849482894735216
CLAUDIO GETÚLIO VARGAS,RS,PSL,2237,1e3,1,1,0,0,0,0,45,MASCULINO,SUPERIOR COMPLETO,0,0,0,0,8392033,2.6656234550078627e-4
ARNALDO FARIA DE SÁ,SP,PTB,112940,1925113.1,20,424,47e4,1082420.55,249400,0,68,MASCULINO,SUPERIOR COMPLETO,0.244141500050049,0.1295508300265579,0.562263354812764,0,31998432,0.003529547947849445
ANTONIO CARLOS BIFFI,MS,PT,53406,1583397,142,1102,37e4,95e3,158166.36,289635.4,62,MASCULINO,SUPERIOR COMPLETO,0.23367481433904447,0.09989052650724992,0.05999758746543034,0.18292026573247266,1818937,0.029361104865094283
PAULO ROBERTO XAVIER DA SILVA,RN,PSL,1138,400,1,4,0,0,400,0,50,MASCULINO,SUPERIOR COMPLETO,0,1,0,0,2327451,4.889469209018794e-4
GUSTAVO SILVA FERREIRA,RJ,PSB,1511,5756,6,20,0,0,2900,0,23,MASCULINO,SUPERIOR INCOMPLETO,0,0.5038220986796387,0,0,12141145,1.244528419683646e-4
WILSON DIAS RIBEIRO,SP,PMDB,232,17342.22,6,22,0,3574.77,500,660,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0,0.028831372223394696,0.2061310489660493,0.038057411334881,31998432,7.250355267408103e-6
GIUSEPPE VECCI,GO,PSDB,120283,2506578,86,970,1116400,125e4,140178,0,57,MASCULINO,SUPERIOR COMPLETO,0.44538809484484426,0.05592405263271281,0.49868785252244296,0,4331733,0.027767870272706097
ALINE DA GAMA CERQUEDA TORRES,RJ,PSDC,541,4343.5,2,7,0,0,0,0,40,FEMININO,SUPERIOR COMPLETO,0,0,0,0,12141145,4.4559224027058404e-5
RILYONALDO JAERDSON FERREIRA MARQUES,RN,PTC,294,4600,2,2,0,0,400,0,33,MASCULINO,SUPERIOR COMPLETO,0,0.08695652173913043,0,0,2327451,1.263184488094486e-4
JANIO GONÇALVES DE OLIVEIRA,SP,PMDB,34958,303350.2,24,202,146100,4581.24,65298.18,12e3,59,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0.48162157137196543,0.21525675605290517,0.015102149265106796,0.039558239948416056,31998432,0.001092491032060571
ADRIANA RODRIGUES DE OLIVEIRA,SP,PT do B,447,1395.6,3,11,0,887.4,500,8.2,38,FEMININO,SUPERIOR INCOMPLETO,0,0.35826884494124395,0.6358555460017197,0.0058756090570364,31998432,1.3969434502290612e-5
MAURI CORREA MEDINA,RS,PPS,603,3669,1,3,0,0,0,3669,32,MASCULINO,ENSINO MÉDIO INCOMPLETO,0,0,0,1,8392033,7.185386425434695e-5
FERNANDO BISPO DA SILVA,SP,PROS,32137,103770.7,17,98,49e3,0,49e3,5e3,42,MASCULINO,ENSINO MÉDIO COMPLETO,0.4721949452012948,0.4721949452012948,0,0.04818315767360151,31998432,0.0010043304621926475
DANIEL RIBEIRO LEMOS,DF,PSC,1558,5532,5,6,0,0,5500,100,36,MASCULINO,SUPERIOR COMPLETO,0,0.9942154736080984,0,0.018076644974692697,1897677,8.210037851541648e-4
RONALD ABRAHÃO ÁZARO,RJ,PSC,14358,1153890.6,10,523,3e4,1056500,1e4,1e4,54,MASCULINO,SUPERIOR COMPLETO,0.025998998518577062,0.008666332839525687,0.9155980644958889,0.008666332839525687,12141145,0.001182590274640489
PAULA CRISTINA IORIS DE OLIVEIRA,RS,PSDB,21329,80674.07,15,53,26e3,0,23450,1e4,52,FEMININO,SUPERIOR COMPLETO,0.3222844713301312,0.2906758020265991,0,0.12395556589620431,8392033,0.002541577231643393
ROBINSON CIREIA DE OLIVEIRA,MT,PT,2383,44063,29,31,0,29375,13614,0,37,MASCULINO,SUPERIOR COMPLETO,0,0.30896670676077437,0.6666591017406894,0,2189703,0.0010882754419206623
MARIA DA CONCEIÇÃO RIPARDO FERNANDES,ES,PRP,1958,7010.76,6,19,439.5,0,175,1500,47,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,0.06268935179638156,0.024961630408115526,0,0.21395683206956165,2653536,7.378833375541164e-4
MARIA RIBEIRO DE ANDRADA E OLIVEIRA FIGUEIREDO,MG,PSB,1325,24741.65,8,27,1500,12500,6800,2500,53,FEMININO,SUPERIOR COMPLETO,0.06062651439980761,0.2748401986124612,0.5052209533317301,0.10104419066634601,15248681,8.689276141326585e-5
HIDEKAZU TAKAYAMA,PR,PSC,162952,186013.99,70,161,1280,2e4,54590,56250,66,MASCULINO,SUPERIOR INCOMPLETO,0.0068812028600644505,0.29347255010227996,0.10751879468850703,0.30239661006142604,7865950,0.020716124562195286
AUXILIADORA DE SOUZA SANTOS,AM,PSOL,672,3111.9,1,2,0,0,0,0,42,FEMININO,SUPERIOR COMPLETO,0,0,0,0,2226891,3.017660047123995e-4
RUBENS ROCHA DE ANDRADE,RJ,PTC,2291,9422.57,7,12,0,0,6e3,0,35,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.6367689494479744,0,0,12141145,1.8869719453972421e-4
MARIA DE FÁTIMA CARDOSO,MS,PTB,500,15883.17,1,12,0,15883.17,0,0,48,FEMININO,ENSINO MÉDIO COMPLETO,0,0,1,0,1818937,2.748858261720994e-4
VALMIR LUIZ DE SANTANA,PE,PTN,2106,8426.95,2,13,0,7426.95,0,1e3,46,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0.8813331039106674,0.11866689608933242,6356307,3.3132446245909774e-4
HEITOR JOSE SCHUCH,RS,PSB,101243,502599.99,24,446,236e3,11e4,79600,77e3,52,MASCULINO,ENSINO MÉDIO COMPLETO,0.4695583061989317,0.15837644565014813,0.218861922380858,0.1532033456666006,8392033,0.012064180395858786
MARIA DO PERPETUO SOCORRO DE ARAUJO MODESTO,AP,PTB,1972,12613.9,3,14,0,1e4,2800,0,53,FEMININO,SUPERIOR COMPLETO,0,0.22197734245554507,0.7927762230555181,0,455514,0.004329175393072441
DULCE FERREIRA PAGANI MIRANDA,TO,PMDB,75934,908276,38,345,66e4,0,183700,0,50,FEMININO,SUPERIOR COMPLETO,0.7266513702883265,0.2022512980635842,0,0,996887,0.07617112069873516
GIOVANI BATISTA FELTES,RS,PMDB,151406,802513.41,28,618,343e3,9500,38662,410351.4,57,MASCULINO,ENSINO MÉDIO COMPLETO,0.42740718812412115,0.04817614200365823,0.011837808417431928,0.5113327638973659,8392033,0.018041635441614683
MÁCIA MEDEIROS DOS SANTOS TEIXEIRA,DF,PSTU,4054,7248.18,8,18,0,1099.56,5094,700,28,FEMININO,SUPERIOR INCOMPLETO,0,0.7027971159656631,0.1517015305911277,0.09657596803611389,1897677,0.0021362961136168063
JOÃO ARTHUR PESSOA DE CARVALHO,CE,DEM,4935,7010,2,9,0,0,2e3,5010,51,MASCULINO,SUPERIOR COMPLETO,0,0.28530670470756064,0,0.7146932952924394,6271554,7.868863123876474e-4
ALEXANDRE EVARISTO CUNHA,SP,PT,34768,635903.64,7,555,38e4,0,0,130199.64,46,MASCULINO,SUPERIOR COMPLETO,0.5975748149515231,0,0,0.204747436262513,31998432,0.0010865532411088144
ANDREZA FERREIRA BURGOS,PE,PSL,143,1023.31,2,3,0,373.31,0,0,30,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0.36480636366301517,0,6356307,2.249734004351898e-5
ANDERSON NÓBREGA,SP,PR,11230,101901.07,24,123,3e3,2e3,68855,3042,33,MASCULINO,SUPERIOR COMPLETO,0.029440318928937642,0.6757043866173338,0.01962687928595843,0.02985248339394277,31998432,3.509546967801422e-4
JOSE LINS CERQUEIRA,RJ,PTN,1641,5700,5,6,1200,0,1800,0,70,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0.21052631578947367,0.3157894736842105,0,0,12141145,1.351602340635912e-4
JOSÉ LACERDA BRASILEIRO,PB,PSB,2892,11037.64,5,15,0,0,2800,200,59,MASCULINO,SUPERIOR COMPLETO,0,0.25367741654918985,0,0.018119815467799276,2835882,0.001019788552556136
MAC DOWEL CAMPOS SILVA,MG,SD,2778,16310,6,19,0,4210,8200,3900,47,MASCULINO,SUPERIOR COMPLETO,0,0.5027590435315757,0.25812385039852853,0.23911710606989578,15248681,1.8217969147626604e-4
SUZETE CHAFFIN,SP,PSOL,1069,14850,6,40,0,0,4600,10100,58,FEMININO,SUPERIOR COMPLETO,0,0.30976430976430974,0,0.6801346801346801,31998432,3.3407886986462333e-5
